Student ID,Gender,Age,School,Math Score,Reading Score,Writing Score,Class Performance
3528,Male,17,B,89,94,84,D
3529,Male,19,B,91,72,85,A
3530,Female,21,E,74,73,82,C
3531,Female,20,B,79,62,83,C
3532,Female,17,C,92,63,95,B
3533,Male,19,B,69,,62,C
3534,Female,17,D,81,,91,D
3535,Female,19,A,69,91,77,C
3536,Female,18,E,71,100,80,C
3537,Female,21,B,67,82,87,B
3538,Male,20,D,77,99,85,D
3539,Female,21,E,96,75,65,D
3540,Male,21,A,94,87,81,C
3541,Female,21,B,62,66,93,C
3542,Male,21,A,79,82,63,B
3543,Female,18,C,68,91,74,A
3544,Female,21,A,94,73,80,A
3545,Female,20,C,75,98,100,D
3546,Female,19,E,70,64,93,D
3547,Male,19,B,81,93,82,D
3548,Male,17,D,83,95,,C
3549,Male,18,A,76,99,70,B
3550,Male,18,D,80,97,,D
3551,Female,21,D,83,82,91,A
3552,Male,17,B,,85,81,B
3553,Female,19,C,92,66,98,D
3554,Female,20,C,93,88,73,D
3555,Male,20,C,82,60,62,D
3556,Female,20,B,78,63,98,A
3557,Male,21,D,100,77,82,C
3558,Female,18,C,87,85,77,C
3559,Female,21,A,85,69,,A
3560,Male,19,A,86,80,81,A
3561,Male,20,B,65,74,86,A
3562,Female,17,D,75,70,,A
3563,Male,18,D,68,98,100,C
3564,Female,19,B,87,68,79,A
3565,Male,19,B,95,,73,B
3566,Male,17,E,74,65,89,A
3567,Female,21,C,71,90,,A
3568,Male,17,C,,61,93,D
3569,Female,19,D,95,90,88,A
3570,Male,18,A,88,60,72,B
3571,Male,21,E,65,71,82,D
3572,Female,19,E,82,96,71,B
3573,Male,21,D,66,72,74,D
3574,Female,18,A,89,97,99,A
3575,Male,21,C,100,80,73,A
3576,Female,19,E,71,90,65,A
3577,Male,18,D,81,80,67,A
3578,Male,21,A,,93,94,C
3579,Female,21,A,83,92,67,D
3580,Male,19,D,81,77,95,B
3581,Female,18,B,69,,66,B
3582,Female,17,D,80,71,72,C
3583,Female,19,E,99,92,96,C
3584,Male,21,B,83,60,68,A
3585,Female,20,E,,86,77,C
3586,Female,18,E,76,95,79,C
3587,Male,17,A,65,62,62,B
3588,Female,20,B,66,61,,B
3589,Male,20,D,74,135,60,B
3590,Female,17,C,75,68,76,D
3591,Male,18,A,67,78,79,B
3592,Female,19,A,97,99,,D
3593,Male,18,B,74,100,74,C
3594,Female,18,A,125,63,81,D
3595,Male,19,B,66,92,78,D
3596,Female,19,C,,69,77,A
3597,Female,18,B,64,98,62,B
3598,Male,18,C,75,,77,A
3599,Male,20,A,62,81,79,D
3600,Male,17,B,76,68,74,D
3601,Female,20,A,100,71,78,C
3602,Male,18,D,74,82,77,C
3603,Female,21,A,100,83,79,B
3604,Male,17,A,95,76,61,A
3605,Female,19,A,,66,99,A
3606,Female,21,A,71,71,78,C
3607,Male,21,E,66,69,93,C
3608,Male,18,C,93,96,85,B
3609,Female,19,A,79,90,73,A
3610,Female,18,D,64,64,66,C
3611,Male,19,D,69,72,89,A
3612,Male,20,B,86,96,84,A
3613,Male,21,E,100,80,72,B
3614,Female,17,E,73,78,86,D
3615,Female,17,E,83,96,99,B
3616,Female,20,C,99,88,82,A
3617,Female,17,D,70,89,99,A
3618,Male,20,A,97,91,85,A
3619,Female,21,C,131,62,92,A
3620,Male,20,D,92,89,97,B
3621,Male,21,E,98,75,95,B
3622,Female,17,E,81,71,91,C
3623,Male,20,D,90,90,98,B
3624,Male,17,C,79,85,95,C
3625,Male,20,E,,85,69,B
3626,Female,20,D,85,77,76,D
3627,Male,18,D,64,82,,A
3628,Male,21,A,70,,71,D
3629,Male,20,C,80,72,73,A
3630,Male,21,C,89,71,,A
3631,Male,18,C,72,131,65,C
3632,Male,21,B,77,66,82,C
3633,Female,17,D,63,68,61,D
3634,Male,21,B,94,80,82,D
3635,Male,20,E,92,,94,A
3636,Female,19,A,70,83,77,B
3637,Male,19,A,78,84,70,A
3638,Male,20,E,92,72,98,C
3639,Male,19,A,98,73,75,C
3640,Male,17,C,100,84,88,D
3641,Male,19,C,71,61,85,D
3642,Female,19,C,72,64,95,A
3643,Male,18,C,89,90,89,D
3644,Male,20,E,87,96,63,C
3645,Male,20,C,88,87,83,C
3646,Male,17,B,100,70,73,C
3647,Female,18,B,97,80,95,D
3648,Female,21,C,82,68,91,C
3649,Male,18,E,65,75,74,C
3650,Female,21,C,64,79,84,A
3651,Female,20,D,76,84,81,D
3652,Female,20,E,81,78,78,C
3653,Male,18,B,80,91,60,B
3654,Female,17,C,,73,91,C
3655,Female,19,E,95,67,82,D
3656,Female,21,D,67,87,62,A
3657,Male,21,B,74,85,79,A
3658,Female,21,E,67,,97,D
3659,Male,18,B,77,93,94,A
3660,Male,19,B,79,79,72,D
3661,Male,19,D,86,66,98,C
3662,Male,17,E,74,69,96,B
3663,Female,19,E,89,60,75,A
3664,Male,20,D,91,83,82,D
3665,Male,18,C,,83,87,D
3666,Female,18,A,91,67,71,C
3667,Male,19,D,,82,67,D
3668,Male,20,D,62,76,86,B
3669,Male,19,B,61,74,62,B
3670,Male,20,C,72,62,78,B
3671,Male,20,A,69,68,86,A
3672,Female,21,C,76,64,97,D
3673,Female,20,A,77,72,75,C
3674,Female,19,A,65,68,90,C
3675,Male,21,A,89,99,86,C
3676,Female,19,A,,75,75,A
3677,Male,21,E,64,98,97,B
3678,Male,21,C,83,60,77,A
3679,Female,21,D,76,96,79,A
3680,Female,17,C,85,89,60,A
3681,Female,19,D,79,67,,D
3682,Male,17,E,93,78,74,B
3683,Male,17,E,95,72,80,B
3684,Male,19,C,81,72,76,B
3685,Male,18,D,78,70,138,B
3686,Male,20,E,150,93,86,D
3687,Male,20,A,92,95,89,D
3688,Male,20,A,87,77,60,C
3689,Female,17,C,77,89,93,D
3690,Male,18,A,94,67,95,A
3691,Male,21,A,97,67,67,D
3692,Male,21,B,80,75,100,C
3693,Female,21,A,91,85,91,D
3694,Male,17,D,88,91,92,A
3695,Female,19,E,,86,88,C
3696,Male,19,C,,77,71,C
3697,Female,19,C,66,73,74,A
3698,Female,21,E,69,93,60,B
3699,Male,17,E,80,85,72,D
3700,Male,17,C,61,99,68,A
3701,Male,20,A,93,93,69,D
3702,Male,18,C,63,,96,A
3703,Female,17,D,73,84,73,D
3704,Male,17,E,61,85,72,B
3705,Male,19,E,63,63,60,C
3706,Female,18,B,70,65,74,D
3707,Male,19,B,87,62,66,B
3708,Male,20,D,90,95,82,C
3709,Female,20,E,67,82,67,A
3710,Male,19,B,74,71,93,B
3711,Female,20,D,86,61,74,B
3712,Male,17,B,61,77,60,A
3713,Female,21,D,99,98,70,B
3714,Female,19,A,80,75,92,C
3715,Male,19,A,81,76,76,C
3716,Female,20,A,84,73,82,A
3717,Male,21,E,78,88,79,D
3718,Male,20,E,95,94,89,D
3719,Female,19,A,95,68,62,A
3720,Female,20,B,77,65,80,B
3721,Female,19,D,73,66,98,B
3722,Female,19,C,86,80,79,C
3723,Female,20,C,84,82,84,A
3724,Female,21,C,84,97,74,C
3725,Male,17,C,71,,78,B
3726,Male,18,B,82,69,60,B
3727,Female,19,A,98,62,99,B
3728,Female,20,D,71,91,66,A
3729,Male,18,E,63,71,72,C
3730,Female,18,E,79,95,70,B
3731,Male,17,B,63,73,,A
3732,Male,17,B,77,85,93,B
3733,Female,21,C,81,85,76,D
3734,Male,18,D,77,85,79,A
3735,Male,19,E,60,70,67,C
3736,Male,20,A,66,60,69,B
3737,Female,18,C,67,114,98,A
3738,Female,19,A,98,81,97,C
3739,Male,17,B,64,67,87,A
3740,Male,21,C,99,84,60,B
3741,Female,20,E,79,71,76,D
3742,Male,21,D,82,89,97,A
3743,Male,21,A,64,85,78,D
3744,Female,17,A,77,96,87,D
3745,Female,18,A,83,63,81,C
3746,Female,20,B,91,86,92,C
3747,Male,18,E,82,65,67,D
3748,Female,17,A,62,,77,D
3749,Male,19,D,75,97,80,B
3750,Male,19,A,99,72,62,B
3751,Male,17,D,92,73,72,C
3752,Male,18,B,98,91,86,D
3753,Female,21,C,63,74,82,D
3754,Female,17,C,81,73,65,A
3755,Male,20,C,92,99,76,D
3756,Male,21,D,91,61,73,B
3757,Female,17,A,72,97,71,D
3758,Female,18,B,80,99,66,C
3759,Female,21,A,64,78,99,C
3760,Female,18,E,99,91,93,A
3761,Female,18,D,60,83,65,D
3762,Male,19,E,91,77,,D
3763,Female,18,E,86,,88,A
3764,Male,17,E,90,81,82,A
3765,Female,21,A,92,,97,B
3766,Male,21,B,,74,142,D
3767,Female,19,D,91,100,79,A
3768,Male,18,D,78,76,64,C
3769,Male,19,A,72,78,68,C
3770,Female,17,E,63,81,99,A
3771,Female,20,C,60,60,98,A
3772,Female,21,B,,69,70,B
3773,Female,18,D,96,135,89,B
3774,Male,18,D,65,,70,A
3775,Female,20,E,77,82,63,C
3776,Male,21,C,70,92,86,D
3777,Male,19,B,75,61,61,D
3778,Female,18,E,,77,89,A
3779,Male,21,D,100,93,,A
3780,Female,21,C,93,92,87,D
3781,Female,18,D,62,91,80,B
3782,Female,20,C,94,96,92,A
3783,Female,17,A,80,85,74,C
3784,Male,20,E,66,66,77,C
3785,Female,17,D,96,74,67,C
3786,Female,18,D,89,73,86,C
3787,Female,21,B,93,61,84,C
3788,Male,20,D,,78,95,D
3789,Male,21,C,95,63,76,A
3790,Female,18,B,79,72,98,D
3791,Male,20,D,95,66,85,C
3792,Male,20,C,62,,99,D
3793,Female,18,E,67,89,71,A
3794,Female,21,A,77,85,71,C
3795,Female,19,A,77,76,71,C
3796,Male,19,C,88,99,,A
3797,Male,21,E,,71,100,B
3798,Female,21,B,70,68,80,B
3799,Male,18,B,75,75,75,D
3800,Female,19,B,96,99,66,C
3801,Female,17,D,91,68,71,C
3802,Female,17,B,88,66,69,D
3803,Female,19,A,78,72,88,C
3804,Female,18,A,98,96,93,D
3805,Male,17,B,67,,70,B
3806,Female,20,C,92,100,70,D
3807,Female,20,A,77,86,79,B
3808,Female,17,D,94,65,77,B
3809,Female,18,B,82,72,88,B
3810,Female,20,D,89,85,,D
3811,Female,20,E,99,94,73,A
3812,Male,19,B,70,62,79,A
3813,Female,21,E,68,80,93,A
3814,Male,19,D,63,70,98,A
3815,Female,21,A,86,67,73,D
3816,Female,17,E,68,84,72,B
3817,Male,20,D,73,99,68,C
3818,Male,19,B,60,85,100,A
3819,Female,18,B,94,78,97,D
3820,Male,17,C,63,98,89,C
3821,Male,21,A,89,,77,B
3822,Male,20,C,83,84,93,A
3823,Male,19,A,62,92,92,D
3824,Female,18,E,81,93,85,A
3825,Male,18,C,94,100,90,B
3826,Female,21,E,95,61,74,B
3827,Male,19,C,70,60,60,C
3828,Female,19,D,70,73,67,C
3829,Male,21,D,70,62,89,C
3830,Male,20,E,81,149,77,A
3831,Male,17,B,74,69,65,B
3832,Male,17,E,86,75,88,B
3833,Female,18,E,74,68,63,B
3834,Female,21,B,76,84,66,A
3835,Female,18,E,62,88,82,C
3836,Female,17,E,98,97,84,B
3837,Male,17,E,65,75,76,A
3838,Male,19,D,68,90,77,C
3839,Female,20,C,,73,83,B
3840,Female,17,D,80,76,64,D
3841,Female,19,D,65,77,84,A
3842,Female,17,E,92,72,67,A
3843,Male,19,A,88,99,96,A
3844,Female,21,A,98,83,71,B
3845,Male,18,D,84,90,84,B
3846,Female,19,C,89,63,91,A
3847,Female,20,E,66,83,,A
3848,Male,17,C,70,100,79,A
3849,Male,21,A,97,70,87,C
3850,Male,20,E,70,60,96,D
3851,Male,18,C,90,70,70,D
3852,Female,20,E,97,67,86,C
3853,Male,19,B,93,92,94,B
3854,Female,18,B,93,113,88,D
3855,Male,19,B,87,74,82,A
3856,Male,20,E,,87,95,C
3857,Male,20,E,97,80,61,C
3858,Female,21,D,74,75,77,A
3859,Female,19,E,79,85,65,C
3860,Female,21,B,64,60,81,C
3861,Male,17,B,67,96,,A
3862,Female,20,E,77,88,91,A
3863,Male,19,A,90,94,66,D
3864,Female,19,B,78,71,85,C
3865,Female,20,D,86,60,79,B
3866,Female,19,E,60,86,95,B
3867,Female,18,D,87,62,64,C
3868,Female,18,B,73,65,84,A
3869,Male,20,A,62,86,91,B
3870,Female,20,E,83,,80,B
3871,Female,21,C,100,,73,D
3872,Male,21,A,60,86,79,B
3873,Male,21,B,73,89,60,D
3874,Female,20,B,98,84,91,A
3875,Male,21,C,74,81,79,B
3876,Male,21,A,68,73,91,C
3877,Male,18,E,80,63,84,A
3878,Male,19,D,65,64,75,D
3879,Male,18,E,97,68,78,B
3880,Female,17,E,67,74,94,A
3881,Female,17,D,66,65,60,B
3882,Female,19,E,95,79,87,C
3883,Female,19,B,87,64,68,D
3884,Male,21,B,74,76,83,B
3885,Female,18,B,73,62,99,A
3886,Male,18,E,74,84,87,C
3887,Female,20,C,85,62,72,B
3888,Female,18,A,94,60,76,D
3889,Female,17,E,70,68,79,C
3890,Female,20,C,87,63,61,C
3891,Male,20,B,75,83,76,D
3892,Female,18,A,80,88,84,B
3893,Male,18,D,92,84,80,A
3894,Male,18,E,71,88,92,A
3895,Female,18,B,71,76,89,A
3896,Female,21,A,94,97,81,B
3897,Male,21,A,83,71,81,D
3898,Female,19,D,63,62,63,A
3899,Male,17,D,64,123,63,D
3900,Female,18,C,70,69,90,D
3901,Female,17,D,74,83,80,B
3902,Male,20,C,85,66,90,C
3903,Male,19,B,70,83,69,A
3904,Male,20,E,60,65,97,C
3905,Female,19,B,81,88,85,D
3906,Male,18,D,73,71,,D
3907,Female,20,E,67,91,71,D
3908,Male,18,C,72,93,72,C
3909,Male,18,C,94,90,77,D
3910,Female,17,B,87,77,68,A
3911,Male,20,B,94,100,65,C
3912,Female,18,C,68,91,68,C
3913,Female,20,B,79,66,79,A
3914,Female,18,B,84,71,96,B
3915,Male,21,A,100,75,69,B
3916,Female,21,C,91,85,67,D
3917,Female,20,A,93,81,93,D
3918,Female,20,B,69,92,89,C
3919,Male,21,B,90,74,81,B
3920,Female,19,D,,80,98,C
3921,Female,20,D,100,65,64,A
3922,Female,21,B,82,100,74,C
3923,Female,18,E,69,85,78,D
3924,Male,18,E,75,81,77,C
3925,Female,20,A,77,87,74,A
3926,Female,18,E,72,92,93,C
3927,Male,18,E,76,93,87,D
3928,Male,20,B,,80,76,A
3929,Female,17,C,76,93,89,B
3930,Male,21,D,77,82,69,B
3931,Female,18,D,83,95,88,D
3932,Male,17,B,78,,85,C
3933,Female,18,C,99,96,75,B
3934,Female,18,A,96,72,96,A
3935,Female,21,C,61,87,65,B
3936,Female,17,C,94,99,87,A
3937,Male,17,C,73,69,74,D
3938,Female,21,B,75,,100,A
3939,Male,19,C,65,63,84,C
3940,Male,17,E,83,73,60,C
3941,Female,18,B,90,83,78,C
3942,Female,17,D,66,94,90,A
3943,Male,18,A,67,83,,A
3944,Male,18,B,90,67,90,C
3945,Female,17,E,71,66,99,A
3946,Male,21,C,87,63,90,D
3947,Male,19,A,72,,76,C
3948,Female,18,E,89,99,100,C
3949,Female,17,A,78,73,92,C
3950,Female,20,E,100,97,87,D
3951,Female,20,A,93,95,94,B
3952,Male,20,C,78,84,87,A
3953,Female,18,A,88,73,,D
3954,Male,19,A,86,60,79,D
3955,Female,18,C,90,73,60,A
3956,Female,19,A,91,90,79,C
3957,Female,20,B,93,93,76,D
3958,Female,20,D,69,,85,C
3959,Male,19,D,89,89,64,A
3960,Female,18,B,68,63,93,B
3961,Female,20,E,68,,89,B
3962,Female,17,D,98,73,63,B
3963,Female,21,A,62,87,65,D
3964,Male,17,C,81,88,89,B
3965,Female,19,A,76,67,81,C
3966,Male,18,E,80,80,111,A
3967,Male,21,A,80,99,86,A
3968,Male,18,A,86,77,76,D
3969,Male,18,A,65,63,85,B
3970,Male,20,C,60,90,100,D
3971,Female,21,E,63,66,61,C
3972,Female,19,D,88,79,85,B
3973,Female,17,B,78,88,73,B
3974,Female,18,C,65,,76,A
3975,Male,20,B,90,75,88,A
3976,Female,18,A,72,72,91,B
3977,Male,18,D,76,61,78,C
3978,Female,17,C,143,75,94,C
3979,Male,21,E,96,124,64,A
3980,Female,20,B,74,71,64,C
3981,Female,17,D,76,92,78,B
3982,Female,21,B,72,70,77,A
3983,Male,18,B,84,82,60,C
3984,Male,17,E,78,99,70,C
3985,Male,18,C,69,93,86,C
3986,Female,19,E,86,63,94,B
3987,Male,17,E,66,88,72,B
3988,Female,18,D,88,73,62,A
3989,Female,18,C,76,66,62,B
3990,Male,18,C,98,93,90,C
3991,Male,20,A,77,,83,D
3992,Male,19,C,66,74,75,A
3993,Female,17,E,68,62,,D
3994,Male,20,C,91,74,81,D
3995,Male,18,C,,77,96,B
3996,Female,20,B,77,91,65,B
3997,Female,18,A,71,70,70,D
3998,Female,17,B,80,83,74,C
3999,Female,21,E,66,88,61,B
4000,Male,20,E,78,75,88,B
4001,Male,21,E,63,88,91,A
4002,Female,21,E,75,85,72,D
4003,Male,19,E,84,88,69,C
4004,Male,21,A,63,64,92,A
4005,Female,21,B,93,83,62,A
4006,Male,18,E,100,95,99,A
4007,Female,21,D,85,78,84,B
4008,Male,17,D,144,100,92,A
4009,Female,18,E,71,76,120,A
4010,Male,19,D,65,82,99,B
4011,Female,18,D,65,89,97,D
4012,Female,20,B,95,100,72,A
4013,Female,17,C,99,87,76,D
4014,Female,17,D,71,92,99,B
4015,Female,21,D,83,77,60,C
4016,Female,17,B,72,134,77,D
4017,Male,18,A,62,88,82,C
4018,Male,18,A,68,95,91,C
4019,Female,21,A,72,86,96,B
4020,Female,18,D,64,75,96,A
4021,Male,20,A,,90,62,B
4022,Male,21,A,66,97,60,C
4023,Male,17,A,62,75,74,C
4024,Male,21,C,61,63,83,A
4025,Male,18,E,63,77,99,C
4026,Male,17,D,71,66,83,C
4027,Male,20,E,,74,66,C
4028,Male,19,C,60,98,65,C
4029,Female,20,B,73,76,60,D
4030,Male,18,C,63,81,93,A
4031,Male,18,B,65,81,66,B
4032,Female,21,A,63,75,93,D
4033,Female,20,D,78,78,68,C
4034,Male,18,E,92,95,84,A
4035,Male,20,E,66,60,75,D
4036,Male,20,B,96,67,60,C
4037,Female,17,E,61,76,64,A
4038,Female,18,E,69,78,68,A
4039,Female,20,D,72,65,73,A
4040,Male,20,C,72,70,69,C
4041,Female,18,B,62,98,62,D
4042,Male,21,D,63,84,70,A
4043,Female,20,E,90,83,,C
4044,Male,18,A,65,92,87,D
4045,Male,19,E,75,89,98,C
4046,Female,21,A,,98,95,A
4047,Male,21,B,77,71,65,C
4048,Male,20,B,96,86,84,A
4049,Male,18,C,99,99,96,A
4050,Male,21,C,86,75,65,C
4051,Male,17,B,90,85,80,A
4052,Female,17,B,67,96,82,A
4053,Male,21,C,62,87,84,C
4054,Male,21,A,79,87,69,D
4055,Male,18,A,91,90,128,B
4056,Male,19,D,76,61,84,D
4057,Female,18,D,70,99,68,B
4058,Male,17,B,69,93,,D
4059,Female,21,A,88,75,82,B
4060,Female,17,C,70,64,66,D
4061,Female,18,A,,96,72,B
4062,Male,19,E,74,88,81,C
4063,Male,21,B,65,62,92,A
4064,Male,19,D,77,72,87,A
4065,Female,17,C,88,,63,A
4066,Female,20,E,68,86,100,B
4067,Male,18,C,89,93,87,D
4068,Female,18,B,68,80,93,A
4069,Female,18,A,99,93,87,A
4070,Male,17,D,62,69,76,D
4071,Male,21,B,93,68,60,C
4072,Female,20,D,85,71,62,D
4073,Male,21,D,142,85,99,C
4074,Female,19,A,93,64,93,B
4075,Female,17,D,60,92,72,C
4076,Female,21,B,90,73,97,A
4077,Female,17,D,62,65,92,B
4078,Male,18,C,80,,72,A
4079,Female,18,D,76,75,78,C
4080,Male,17,A,,83,87,B
4081,Male,18,C,75,91,97,B
4082,Male,20,E,88,95,60,C
4083,Female,17,A,63,63,,C
4084,Female,20,D,99,84,96,B
4085,Male,19,B,68,61,83,C
4086,Female,17,E,86,69,91,C
4087,Female,18,E,,65,95,A
4088,Female,17,E,76,76,,B
4089,Male,19,E,96,99,79,A
4090,Male,17,C,91,77,82,A
4091,Male,21,B,65,89,72,A
4092,Male,21,C,60,84,93,B
4093,Male,20,D,84,83,93,A
4094,Male,19,A,80,83,76,B
4095,Female,19,C,66,,63,D
4096,Male,17,A,60,,68,D
4097,Male,17,C,78,,83,B
4098,Female,19,A,70,70,89,D
4099,Female,20,D,96,85,73,A
4100,Female,18,A,64,95,,D
4101,Female,21,C,,92,78,C
4102,Male,18,A,91,92,81,D
4103,Male,17,A,86,98,64,C
4104,Male,21,A,86,91,74,C
4105,Female,18,D,68,86,80,D
4106,Male,21,E,85,63,,A
4107,Male,17,C,95,79,69,B
4108,Female,21,D,73,81,90,A
4109,Female,17,D,100,66,82,D
4110,Female,19,D,87,84,75,A
4111,Female,17,C,64,60,95,A
4112,Female,17,C,65,75,69,A
4113,Male,18,B,85,100,77,B
4114,Female,21,D,99,83,69,D
4115,Female,21,C,100,83,100,A
4116,Female,21,B,79,80,98,C
4117,Female,21,C,85,95,78,A
4118,Female,18,E,63,69,77,B
4119,Female,20,A,86,83,87,B
4120,Male,20,D,94,89,77,A
4121,Male,21,D,73,75,94,A
4122,Male,21,C,98,76,71,B
4123,Female,18,A,65,63,76,A
4124,Male,19,A,87,69,92,C
4125,Male,17,B,89,67,95,C
4126,Male,20,C,134,61,74,A
4127,Female,18,B,63,90,60,A
4128,Female,18,E,70,79,,C
4129,Male,18,B,82,94,81,A
4130,Male,21,A,64,92,80,D
4131,Male,20,A,74,95,96,A
4132,Male,18,C,77,91,61,B
4133,Female,17,E,65,100,,B
4134,Male,19,E,94,86,67,C
4135,Female,20,E,69,63,90,B
4136,Male,19,E,63,134,94,B
4137,Male,17,D,65,83,79,A
4138,Female,20,E,80,100,81,A
4139,Female,19,C,84,65,86,A
4140,Female,18,A,89,77,94,D
4141,Female,20,C,70,70,66,B
4142,Male,21,C,67,64,77,D
4143,Male,17,D,71,89,61,A
4144,Female,18,E,89,68,97,A
4145,Female,18,B,69,64,92,D
4146,Male,21,B,61,67,74,D
4147,Male,17,E,89,60,86,D
4148,Female,20,E,73,97,64,C
4149,Female,18,C,73,98,77,C
4150,Female,18,D,75,79,,A
4151,Female,21,A,71,64,63,D
4152,Female,18,B,146,92,83,B
4153,Female,21,D,81,73,68,B
4154,Female,17,B,69,75,73,A
4155,Male,17,D,82,94,68,A
4156,Male,21,E,,65,81,C
4157,Male,18,C,75,80,,D
4158,Female,20,B,72,95,94,A
4159,Male,21,D,77,84,62,C
4160,Female,17,A,88,82,72,A
4161,Female,21,A,,81,85,D
4162,Female,17,D,83,93,83,B
4163,Male,20,D,76,63,67,A
4164,Male,21,A,62,,88,A
4165,Female,21,D,97,65,70,A
4166,Female,21,D,74,76,,D
4167,Male,20,D,,70,67,A
4168,Female,21,D,85,96,81,C
4169,Male,17,C,60,70,99,D
4170,Female,19,A,64,78,74,D
4171,Female,19,A,66,85,61,C
4172,Female,21,A,95,66,,B
4173,Female,20,A,83,74,87,C
4174,Male,20,E,97,82,79,D
4175,Male,21,E,62,76,63,D
4176,Female,17,A,79,88,92,C
4177,Male,19,C,68,87,74,C
4178,Female,21,B,97,76,76,A
4179,Female,20,B,143,,61,A
4180,Female,20,B,82,94,96,D
4181,Male,19,A,86,100,69,B
4182,Female,17,A,88,68,60,B
4183,Male,19,E,71,79,82,A
4184,Female,19,C,63,,99,D
4185,Female,19,E,76,94,70,C
4186,Male,20,A,80,85,76,B
4187,Female,21,E,90,97,86,B
4188,Male,21,E,63,68,93,D
4189,Female,19,C,65,75,74,D
4190,Female,17,D,81,67,96,C
4191,Male,19,A,67,99,100,A
4192,Male,17,D,84,99,77,A
4193,Male,20,C,96,,80,C
4194,Male,20,C,69,89,62,C
4195,Female,20,A,79,88,,B
4196,Female,20,A,60,90,92,C
4197,Male,17,C,96,81,67,C
4198,Male,17,A,73,89,87,C
4199,Male,18,E,99,76,90,C
4200,Female,21,B,70,82,87,A
4201,Male,17,C,95,78,97,D
4202,Female,21,A,77,89,78,B
4203,Male,19,B,66,92,81,B
4204,Female,17,B,74,100,87,B
4205,Male,19,D,74,73,89,A
4206,Female,19,D,81,66,86,C
4207,Male,19,B,78,94,96,B
4208,Male,17,A,,63,70,A
4209,Male,20,A,64,89,90,B
4210,Female,17,B,63,72,70,A
4211,Female,20,D,88,74,,A
4212,Male,19,C,92,69,89,A
4213,Male,19,B,72,74,81,A
4214,Female,20,A,84,92,82,C
4215,Female,21,B,70,97,62,A
4216,Male,20,A,96,68,89,D
4217,Female,18,E,90,71,86,B
4218,Male,21,B,66,64,92,D
4219,Male,21,D,66,98,61,D
4220,Female,21,A,90,69,97,D
4221,Male,18,E,94,95,92,B
4222,Female,19,A,88,99,,B
4223,Female,20,E,66,90,82,C
4224,Male,21,E,61,74,68,C
4225,Male,21,E,66,90,,A
4226,Female,18,B,88,90,65,A
4227,Female,17,C,74,84,77,C
4228,Male,19,A,69,75,73,C
4229,Male,21,D,62,85,63,C
4230,Male,18,B,66,93,62,C
4231,Female,17,B,94,83,92,D
4232,Female,19,D,83,83,81,D
4233,Female,21,A,97,86,83,A
4234,Female,18,B,93,92,79,B
4235,Female,19,A,86,62,65,B
4236,Female,17,C,62,94,91,A
4237,Male,21,E,76,71,81,C
4238,Male,18,C,98,86,68,C
4239,Male,21,B,83,70,61,D
4240,Female,21,B,84,99,73,B
4241,Male,19,A,92,100,70,B
4242,Female,20,C,97,85,61,B
4243,Male,17,B,115,89,87,B
4244,Male,20,B,79,62,75,C
4245,Male,18,E,66,88,94,C
4246,Male,20,D,82,65,63,C
4247,Female,18,D,84,65,85,B
4248,Female,20,E,92,65,93,A
4249,Male,21,A,86,79,69,D
4250,Male,20,E,76,,98,B
4251,Female,18,B,72,72,92,C
4252,Male,19,E,83,71,68,A
4253,Male,19,B,92,85,79,B
4254,Female,21,D,100,90,97,A
4255,Female,18,A,92,83,66,A
4256,Female,18,D,,77,84,C
4257,Female,17,B,81,84,95,B
4258,Male,21,A,94,84,96,C
4259,Male,20,C,,62,75,C
4260,Female,17,E,70,77,79,A
4261,Female,21,E,94,68,77,B
4262,Male,18,B,80,68,82,C
4263,Male,19,E,96,75,66,B
4264,Male,17,E,,64,79,D
4265,Male,20,B,95,67,71,D
4266,Female,20,B,95,69,69,D
4267,Female,17,B,63,80,69,A
4268,Male,18,B,78,86,70,C
4269,Male,20,B,61,84,79,B
4270,Female,17,B,,78,100,A
4271,Male,20,D,76,93,80,C
4272,Male,20,D,69,66,,D
4273,Male,20,E,79,66,80,D
4274,Female,17,E,88,75,95,D
4275,Male,19,E,90,83,91,D
4276,Male,18,C,80,73,74,A
4277,Male,20,C,76,94,87,B
4278,Male,17,C,68,95,68,D
4279,Male,20,D,68,73,76,A
4280,Male,21,B,87,68,128,A
4281,Female,21,E,96,96,84,D
4282,Male,19,B,79,95,93,A
4283,Male,17,A,98,87,99,D
4284,Female,18,A,100,99,85,A
4285,Female,19,B,83,83,99,A
4286,Female,19,A,71,97,82,B
4287,Male,19,C,95,74,66,D
4288,Female,18,A,91,70,83,A
4289,Female,18,C,63,60,69,A
4290,Male,20,A,89,73,98,B
4291,Male,21,B,92,66,86,D
4292,Female,21,C,92,90,93,D
4293,Male,20,C,97,130,99,B
4294,Male,21,A,73,71,92,D
4295,Female,18,D,74,81,89,D
4296,Female,21,C,83,,83,A
4297,Female,17,B,75,73,80,B
4298,Female,20,E,80,76,87,C
4299,Male,19,A,,68,66,A
4300,Male,17,A,86,62,81,C
4301,Female,17,E,86,96,87,D
4302,Male,20,C,61,97,70,C
4303,Male,17,E,85,90,73,D
4304,Male,18,C,95,83,61,A
4305,Male,17,E,61,92,77,D
4306,Male,20,D,72,80,75,A
4307,Female,20,E,85,62,61,C
4308,Male,17,D,67,83,,B
4309,Female,20,C,75,79,88,C
